Plant,State,District,Climate_Season,Agri_Season,Month,Year,Soil_Type,Rainfall_Level,Festival,Expected_Yield_kg_per_acre,Growth_Score,Image_Class,Demand_Level,Price_Index,Supply_Level,Is_Perishable,Reason_for_Demand
Sugarcane,Tamil Nadu,Thanjavur,Summer,Kharif,April,2015,Alluvial,High,Vishu,40495,90,5,3,5,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Cuddalore,Spring,Rabi,March,2012,Red,High,Holi,994,55,3,5,5,4,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Virudhunagar,Winter,Rabi,January,2013,Laterite,Medium,Pongal,1146,35,2,3,1,5,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Tiruvallur,Summer,Kharif,April,2018,Black,High,Vishu,2359,62,4,7,5,8,1,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Kallakurichi,Winter,Rabi,December,2015,Laterite,Medium,Wedding Season,4904,61,4,8,6,7,1,High floral demand for garlands and decorations
Wheat,Tamil Nadu,Perambalur,Autumn,Kharif,July,2010,Red,High,Rath Yatra,3050,44,3,5,4,5,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Cuddalore,Summer,Kharif,April,2011,Alluvial,High,Vishu,2550,53,3,6,3,8,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Dindigul,Spring,Rabi,March,2018,Alluvial,High,Ram Navami,816,52,3,5,5,4,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Tiruvallur,Winter,Rabi,December,2015,Black,High,Christmas,2738,62,4,7,4,8,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Tiruvarur,Winter,Rabi,November,2013,Black,High,Diwali,3155,81,5,6,5,8,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Kancheepuram,Spring,Rabi,March,2015,Red,High,Holi,988,36,2,6,5,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Chengalpattu,Summer,Kharif,April,2024,Alluvial,High,Vishu,40276,93,5,6,4,7,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Viluppuram,Winter,Rabi,January,2021,Laterite,High,Pongal,746,44,3,4,2,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Thanjavur,Summer,Kharif,June,2022,Alluvial,Medium,Rath Yatra,4757,60,3,3,1,5,1,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Thoothukudi,Summer,Kharif,April,2013,Black,High,Vishu,40279,80,4,5,6,4,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Ranipet,Spring,Rabi,March,2010,Red,Medium,Ugadi,3383,62,4,6,3,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Thoothukudi,Summer,Kharif,April,2012,Red,High,Vishu,40206,96,5,7,7,7,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Dharmapuri,Spring,Rabi,March,2021,Red,High,Holi,1091,47,3,3,3,5,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Pudukkottai,Winter,Rabi,December,2018,Red,High,Christmas,2729,35,2,3,1,7,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Karur,Autumn,Kharif,October,2024,Red,High,Dussehra,3125,26,2,7,7,8,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Salem,Winter,Rabi,January,2018,Red,High,Pongal,2253,49,3,9,10,6,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Tiruvallur,Autumn,Kharif,October,2014,Alluvial,Medium,Diwali,2553,63,4,8,10,5,1,High floral demand for garlands and decorations
Rice,Tamil Nadu,Ariyalur,Autumn,Kharif,October,2011,Red,High,Dussehra,3970,72,4,5,3,5,0,Staple grain used widely in festive meals and offerings
Rice,Tamil Nadu,Tirupathur,Winter,Rabi,January,2013,Black,Medium,Lohri,3437,53,3,7,5,5,0,Staple grain used widely in festive meals and offerings
Sesame,Tamil Nadu,Dindigul,Winter,Rabi,January,2013,Alluvial,High,Lohri,728,48,3,6,6,5,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Tiruchirappalli,Summer,Kharif,April,2023,Red,High,Vishu,599,56,3,5,4,7,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Nagapattinam,Spring,Rabi,March,2018,Black,High,Ugadi,3813,48,3,7,6,7,0,Staple grain used widely in festive meals and offerings
Cotton,Tamil Nadu,Tenkasi,Summer,Kharif,April,2011,Red,High,Vishu,747,70,4,5,4,7,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Viluppuram,Spring,Rabi,March,2021,Black,High,Ugadi,40454,71,4,5,5,6,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Chengalpattu,Winter,Rabi,January,2018,Black,High,Makar Sankranti,5113,44,3,8,8,5,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Chennai,Winter,Rabi,January,2018,Alluvial,High,Pongal,3669,64,4,8,7,7,0,Staple grain used widely in festive meals and offerings
Marigold,Tamil Nadu,Thoothukudi,Summer,Kharif,June,2021,Red,High,Rath Yatra,5082,68,4,5,7,4,1,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Tirunelveli,Winter,Rabi,January,2018,Black,High,Lohri,1387,40,2,7,7,4,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Tiruvarur,Winter,Rabi,January,2013,Black,High,Makar Sankranti,3310,62,4,3,5,6,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Kancheepuram,Spring,Rabi,March,2023,Laterite,High,Holi,4958,52,3,9,10,4,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Sivaganga,Autumn,Kharif,October,2021,Red,High,Navratri,3734,85,5,9,10,6,0,Staple grain used widely in festive meals and offerings
Sugarcane,Tamil Nadu,Cuddalore,Spring,Rabi,March,2018,Alluvial,Medium,Holi,40179,58,3,8,6,5,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Dharmapuri,Autumn,Kharif,October,2018,Black,High,Dussehra,707,87,5,7,8,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Kallakurichi,Winter,Rabi,January,2011,Alluvial,Medium,Makar Sankranti,40162,45,3,8,10,7,0,Harvest festival rituals use sugarcane heavily
Wheat,Tamil Nadu,Karur,Summer,Kharif,May,2024,Red,High,Wedding Season,3275,54,3,6,8,5,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Thanjavur,Autumn,Kharif,July,2012,Black,High,Rath Yatra,3179,53,3,4,2,6,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Viluppuram,Autumn,Kharif,July,2023,Red,High,Rath Yatra,3047,59,3,6,6,5,1,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Tiruvallur,Spring,Rabi,March,2014,Laterite,High,Wedding Season,795,32,2,6,4,4,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Viluppuram,Autumn,Kharif,October,2023,Black,High,Diwali,3898,85,5,8,7,6,0,Staple grain used widely in festive meals and offerings
Rice,Tamil Nadu,Thanjavur,Winter,Rabi,January,2024,Red,High,Pongal,3785,47,3,10,8,6,0,Staple grain used widely in festive meals and offerings
Groundnut,Tamil Nadu,Vellore,Autumn,Kharif,October,2013,Black,High,Navratri,1143,79,4,7,9,5,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Virudhunagar,Winter,Rabi,January,2020,Red,High,Lohri,1073,37,2,6,4,7,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Mayiladuthurai,Winter,Rabi,December,2017,Black,High,Christmas,898,38,2,3,2,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Virudhunagar,Summer,Kharif,April,2012,Alluvial,Medium,Ram Navami,3073,49,3,6,4,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Chengalpattu,Summer,Kharif,April,2013,Black,Medium,Vishu,1111,71,4,6,7,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Nilgiris,Winter,Rabi,January,2022,Red,High,Makar Sankranti,1091,57,3,5,3,7,0,Til-based sweets and snacks drive demand
Sugarcane,Tamil Nadu,Tiruchirappalli,Winter,Rabi,January,2016,Red,High,Lohri,40343,51,3,6,5,7,0,Harvest festival rituals use sugarcane heavily
Sugarcane,Tamil Nadu,Tiruvannamalai,Spring,Rabi,March,2019,Red,High,Holi,40193,52,3,10,8,8,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Perambalur,Winter,Rabi,January,2020,Black,Medium,Makar Sankranti,887,43,3,6,4,4,0,Til-based sweets and snacks drive demand
Turmeric,Tamil Nadu,Mayiladuthurai,Winter,Rabi,December,2020,Laterite,High,Christmas,2952,45,3,4,6,6,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Chennai,Winter,Rabi,February,2019,Black,Medium,Wedding Season,3392,63,4,8,10,6,0,Staple grain used widely in festive meals and offerings
Sugarcane,Tamil Nadu,Vellore,Winter,Rabi,January,2021,Laterite,High,Makar Sankranti,40394,53,3,10,9,6,0,Harvest festival rituals use sugarcane heavily
Marigold,Tamil Nadu,Tiruvallur,Autumn,Kharif,October,2013,Red,Medium,Dussehra,4844,71,4,6,8,6,1,High floral demand for garlands and decorations
Sugarcane,Tamil Nadu,Perambalur,Summer,Kharif,April,2016,Red,High,Ugadi,40080,77,4,7,6,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Viluppuram,Summer,Kharif,April,2024,Laterite,Medium,Wedding Season,3042,26,2,5,5,5,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Tiruvarur,Winter,Rabi,January,2016,Alluvial,High,Pongal,2848,37,2,8,6,8,0,Turmeric used in auspicious rituals and ceremonies
Banana,Tamil Nadu,Tirupathur,Winter,Rabi,November,2013,Red,High,Diwali,2834,50,3,8,7,4,1,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Coimbatore,Spring,Rabi,March,2021,Red,High,Ugadi,4904,34,2,7,6,5,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Dindigul,Summer,Kharif,April,2022,Red,High,Ugadi,2998,58,3,4,6,6,1,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Tirupathur,Summer,Kharif,April,2019,Red,High,Vishu,1193,70,4,6,5,5,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Cuddalore,Winter,Rabi,December,2016,Red,Medium,Wedding Season,3254,46,3,10,9,8,0,Staple grain used widely in festive meals and offerings
Marigold,Tamil Nadu,Chennai,Autumn,Kharif,July,2022,Red,High,Rath Yatra,5099,86,5,4,5,5,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Coimbatore,Autumn,Kharif,October,2011,Red,High,Dussehra,3623,84,5,6,5,7,0,Staple grain used widely in festive meals and offerings
Rice,Tamil Nadu,Salem,Winter,Rabi,January,2021,Red,High,Pongal,3587,50,3,8,9,5,0,Staple grain used widely in festive meals and offerings
Jasmine,Tamil Nadu,Karur,Spring,Rabi,March,2011,Laterite,Medium,Holi,2388,39,2,8,6,5,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Karur,Summer,Kharif,April,2017,Red,High,Ram Navami,3035,89,5,4,5,8,1,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruppur,Spring,Rabi,March,2018,Red,High,Ugadi,40171,49,3,4,6,4,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Cuddalore,Autumn,Kharif,July,2018,Alluvial,High,Rath Yatra,2570,75,4,3,2,4,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Perambalur,Winter,Rabi,January,2022,Laterite,Medium,Lohri,709,34,2,3,3,7,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Ramanathapuram,Spring,Rabi,March,2017,Black,High,Holi,2665,39,2,10,9,4,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Namakkal,Winter,Rabi,January,2015,Laterite,Medium,Lohri,1047,53,3,5,5,8,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Salem,Winter,Rabi,January,2017,Red,High,Makar Sankranti,887,39,2,7,5,8,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Nagapattinam,Winter,Rabi,November,2022,Red,Medium,Diwali,3364,51,3,10,10,6,0,Staple grain used widely in festive meals and offerings
Turmeric,Tamil Nadu,Coimbatore,Autumn,Kharif,July,2012,Red,High,Rath Yatra,2774,65,4,3,4,5,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruppur,Autumn,Kharif,July,2015,Black,High,Rath Yatra,40452,81,5,6,5,5,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Dindigul,Summer,Kharif,June,2010,Laterite,High,Rath Yatra,3210,51,3,6,8,4,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Nagapattinam,Autumn,Kharif,October,2010,Laterite,Medium,Navratri,951,77,4,3,1,8,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Thoothukudi,Autumn,Kharif,October,2014,Laterite,High,Dussehra,2811,54,3,6,8,5,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Salem,Autumn,Kharif,October,2015,Laterite,High,Dussehra,3091,53,3,4,4,4,1,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Nilgiris,Autumn,Kharif,October,2019,Red,Medium,Diwali,2731,60,3,10,10,5,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Namakkal,Winter,Rabi,January,2020,Red,Medium,Makar Sankranti,40226,45,3,10,9,4,0,Harvest festival rituals use sugarcane heavily
Jasmine,Tamil Nadu,Dindigul,Autumn,Kharif,October,2023,Red,High,Navratri,2416,80,4,8,8,8,1,High floral demand for garlands and decorations
Marigold,Tamil Nadu,Dindigul,Summer,Kharif,April,2019,Red,High,Vishu,4928,71,4,5,6,4,1,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Tiruvannamalai,Summer,Kharif,April,2012,Alluvial,High,Vishu,1693,65,4,7,5,5,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Tirupathur,Autumn,Kharif,October,2017,Red,High,Navratri,639,59,3,5,7,6,0,Used for diya wicks and traditional textiles
Banana,Tamil Nadu,Tiruvallur,Spring,Rabi,March,2010,Alluvial,High,Holi,2972,47,3,9,10,7,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Nagapattinam,Autumn,Kharif,July,2011,Red,High,Rath Yatra,2950,52,3,5,5,6,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Mayiladuthurai,Autumn,Kharif,October,2013,Alluvial,Medium,Navratri,3525,87,5,9,7,8,0,Staple grain used widely in festive meals and offerings
Turmeric,Tamil Nadu,Nagapattinam,Summer,Kharif,April,2020,Red,High,Vishu,2744,78,4,7,8,4,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Theni,Summer,Kharif,April,2018,Black,High,Ugadi,1474,59,3,3,2,4,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Tiruppur,Winter,Rabi,January,2019,Red,High,Lohri,1004,58,3,4,4,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Dindigul,Autumn,Kharif,October,2018,Laterite,Medium,Navratri,3395,32,2,5,3,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Virudhunagar,Autumn,Kharif,October,2017,Alluvial,High,Navratri,3165,35,2,5,5,4,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Tirunelveli,Summer,Kharif,April,2020,Alluvial,High,Ram Navami,562,74,4,7,9,4,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Karur,Autumn,Kharif,October,2016,Red,High,Diwali,1084,74,4,5,4,8,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Krishnagiri,Winter,Rabi,December,2016,Laterite,High,Christmas,1440,32,2,4,1,8,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Tiruvallur,Winter,Rabi,November,2017,Laterite,Medium,Diwali,836,32,2,7,8,5,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Vellore,Autumn,Kharif,October,2024,Alluvial,High,Diwali,1332,74,4,5,7,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Tiruchirappalli,Spring,Rabi,March,2013,Red,High,Holi,5143,38,2,9,10,7,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Madurai,Autumn,Kharif,July,2017,Red,High,Rath Yatra,3013,60,3,3,3,6,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Karur,Winter,Rabi,November,2012,Laterite,Medium,Diwali,720,29,2,6,7,5,0,Used for diya wicks and traditional textiles
Groundnut,Tamil Nadu,Tirupathur,Winter,Rabi,December,2017,Laterite,Medium,Christmas,1310,37,2,4,5,6,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Tiruchirappalli,Winter,Rabi,December,2022,Black,High,Christmas,2847,33,2,6,7,8,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Mayiladuthurai,Winter,Rabi,January,2018,Red,High,Makar Sankranti,4024,57,3,10,9,8,0,Staple grain used widely in festive meals and offerings
Turmeric,Tamil Nadu,Tiruvannamalai,Winter,Rabi,January,2023,Black,High,Lohri,2694,41,3,3,1,7,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Tirunelveli,Winter,Rabi,January,2021,Black,High,Pongal,2692,57,3,8,9,4,0,Turmeric used in auspicious rituals and ceremonies
Turmeric,Tamil Nadu,Coimbatore,Autumn,Kharif,October,2019,Black,Medium,Diwali,2754,80,4,10,10,6,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Dindigul,Autumn,Kharif,October,2019,Black,High,Dussehra,1168,74,4,5,3,5,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Kancheepuram,Summer,Kharif,April,2013,Alluvial,High,Ram Navami,1471,77,4,7,5,6,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Tirupathur,Spring,Rabi,March,2012,Alluvial,High,Ram Navami,3129,46,3,4,2,7,1,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Chennai,Winter,Rabi,December,2021,Red,High,Christmas,1469,39,2,5,6,7,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Nagapattinam,Spring,Rabi,March,2016,Red,High,Holi,3008,52,3,9,8,4,1,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Dharmapuri,Winter,Rabi,January,2020,Laterite,Medium,Lohri,2726,41,3,7,6,7,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Dharmapuri,Summer,Kharif,June,2024,Alluvial,Medium,Rath Yatra,1061,61,4,6,5,4,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Ranipet,Summer,Kharif,April,2021,Laterite,High,Vishu,799,74,4,3,3,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Thoothukudi,Autumn,Kharif,October,2014,Red,High,Dussehra,3260,52,3,4,6,5,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Viluppuram,Spring,Rabi,March,2013,Red,High,Holi,1718,58,3,4,5,5,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Karur,Spring,Rabi,March,2015,Laterite,High,Holi,2823,56,3,8,6,7,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Dharmapuri,Spring,Rabi,March,2012,Laterite,High,Holi,2430,58,3,8,9,4,1,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Mayiladuthurai,Winter,Rabi,December,2010,Laterite,High,Christmas,4791,35,2,4,3,4,1,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Ranipet,Autumn,Kharif,October,2020,Alluvial,High,Dussehra,5208,75,4,4,6,7,1,High floral demand for garlands and decorations
Groundnut,Tamil Nadu,Nagapattinam,Spring,Rabi,March,2012,Red,High,Ram Navami,1256,41,3,3,2,6,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Karur,Winter,Rabi,January,2013,Red,High,Lohri,1576,56,3,4,1,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Dharmapuri,Summer,Kharif,April,2017,Red,Medium,Ugadi,3273,34,2,6,5,6,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Virudhunagar,Spring,Rabi,March,2011,Laterite,Medium,Holi,1443,47,3,4,5,5,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Theni,Spring,Rabi,March,2016,Red,High,Ram Navami,3830,52,3,6,7,8,0,Staple grain used widely in festive meals and offerings
Groundnut,Tamil Nadu,Chennai,Summer,Kharif,April,2016,Laterite,High,Ugadi,1341,61,4,3,5,7,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Namakkal,Autumn,Kharif,July,2010,Alluvial,Medium,Rath Yatra,3331,32,2,5,7,5,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Kancheepuram,Spring,Rabi,March,2024,Laterite,Medium,Holi,1723,54,3,6,4,7,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Ramanathapuram,Summer,Kharif,April,2019,Red,High,Vishu,3653,80,4,3,4,4,0,Staple grain used widely in festive meals and offerings
Marigold,Tamil Nadu,Viluppuram,Autumn,Kharif,October,2019,Red,High,Diwali,4756,58,3,10,9,6,1,High floral demand for garlands and decorations
Turmeric,Tamil Nadu,Pudukkottai,Summer,Kharif,April,2016,Alluvial,High,Ugadi,3008,58,3,3,2,5,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Mayiladuthurai,Spring,Rabi,March,2013,Red,High,Holi,650,35,2,4,2,7,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Chengalpattu,Summer,Kharif,April,2023,Laterite,High,Ugadi,2929,73,4,7,5,5,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Tirunelveli,Winter,Rabi,December,2024,Red,High,Christmas,3611,38,2,3,5,5,0,Staple grain used widely in festive meals and offerings
Marigold,Tamil Nadu,Nilgiris,Summer,Kharif,June,2019,Laterite,High,Rath Yatra,5217,71,4,7,6,8,1,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Perambalur,Winter,Rabi,January,2015,Alluvial,Medium,Pongal,1311,45,3,3,1,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Madurai,Summer,Kharif,April,2022,Red,High,Ugadi,5154,69,4,4,5,6,1,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Viluppuram,Spring,Rabi,March,2015,Laterite,Medium,Holi,2858,31,2,8,7,8,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Krishnagiri,Spring,Rabi,March,2019,Red,Medium,Ugadi,3476,46,3,5,7,5,0,Staple grain used widely in festive meals and offerings
Turmeric,Tamil Nadu,Dharmapuri,Winter,Rabi,December,2018,Red,High,Christmas,2765,57,3,3,2,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Sivaganga,Winter,Rabi,January,2021,Red,Medium,Makar Sankranti,39872,37,2,8,9,5,0,Harvest festival rituals use sugarcane heavily
Wheat,Tamil Nadu,Kancheepuram,Winter,Rabi,November,2014,Alluvial,High,Diwali,3236,75,4,3,3,5,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Salem,Autumn,Kharif,October,2015,Black,Medium,Dussehra,40013,59,3,4,5,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Mayiladuthurai,Winter,Rabi,December,2018,Black,High,Christmas,5050,53,3,5,3,8,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Chengalpattu,Winter,Rabi,January,2014,Red,High,Makar Sankranti,3181,28,2,9,10,8,1,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Ariyalur,Summer,Kharif,April,2024,Black,High,Wedding Season,1359,68,4,3,3,5,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Cuddalore,Autumn,Kharif,October,2024,Black,High,Navratri,3300,34,2,3,5,7,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Dindigul,Spring,Rabi,March,2020,Red,High,Holi,2701,40,2,9,9,7,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Nilgiris,Spring,Rabi,March,2011,Black,Medium,Holi,3272,47,3,10,10,7,0,Staple grain used widely in festive meals and offerings
Wheat,Tamil Nadu,Tiruppur,Autumn,Kharif,October,2023,Laterite,Medium,Navratri,3016,52,3,7,6,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tenkasi,Summer,Kharif,April,2024,Alluvial,High,Ugadi,40204,92,5,4,2,7,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Tiruchirappalli,Autumn,Kharif,July,2010,Black,Medium,Rath Yatra,1522,76,4,3,3,7,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Vellore,Summer,Kharif,April,2016,Black,High,Vishu,40432,62,4,4,5,4,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Karur,Winter,Rabi,December,2013,Red,High,Christmas,2316,37,2,6,8,4,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Karur,Summer,Kharif,April,2021,Red,High,Vishu,3302,26,2,3,2,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Sivaganga,Winter,Rabi,November,2010,Red,High,Diwali,3121,68,4,3,2,4,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Virudhunagar,Summer,Kharif,June,2011,Alluvial,High,Rath Yatra,3754,76,4,6,4,7,0,Staple grain used widely in festive meals and offerings
Jasmine,Tamil Nadu,Tiruppur,Autumn,Kharif,October,2020,Laterite,High,Dussehra,2386,77,4,4,6,7,1,High floral demand for garlands and decorations
Banana,Tamil Nadu,Tirunelveli,Winter,Rabi,January,2010,Black,High,Pongal,2785,61,4,9,7,7,1,Banana fruits and leaves used in rituals and feasts
Turmeric,Tamil Nadu,Theni,Spring,Rabi,March,2023,Alluvial,High,Ram Navami,2776,29,2,7,5,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tenkasi,Winter,Rabi,December,2010,Black,High,Christmas,40243,62,4,7,5,8,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Perambalur,Winter,Rabi,November,2015,Alluvial,High,Wedding Season,1251,41,3,5,6,8,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Ariyalur,Spring,Rabi,March,2022,Alluvial,High,Holi,2748,37,2,10,8,8,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Kallakurichi,Summer,Kharif,April,2010,Alluvial,High,Ugadi,3186,36,2,4,5,6,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Nilgiris,Autumn,Kharif,October,2019,Red,High,Navratri,724,62,4,4,3,6,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Vellore,Winter,Rabi,November,2010,Laterite,High,Diwali,3995,51,3,8,9,4,0,Staple grain used widely in festive meals and offerings
Wheat,Tamil Nadu,Tiruvallur,Winter,Rabi,January,2024,Black,Medium,Makar Sankranti,3151,73,4,3,3,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Chengalpattu,Summer,Kharif,May,2022,Black,High,Wedding Season,3138,50,3,5,5,7,0,Traditional consumption and cultural preference during this period
